Date,Potencial de Hidrógeno (in situ),Conductividad Eléctrica,Temperatura de la muestra,Sólidos Suspendidos Totales,Oxígeno disuelto (en campo),Caudal,Turbiedad,Plomo total,Zinc total,Arsénico total,Cobre total,Cianuro Total,Cadmio total,Mercurio total,Potencial rédox,Hierro total,Cromo Total,Niquel total,Manganeso total,Magnesio total
2003-01-05,8.75,335.3,16.5,24.0,8.01,39.39,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-01-12,8.71,623.0,16.8,5.0,9.63,44.4,2.37,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-01-19,8.93,413.3,18.5,9.0,8.5,28.93,9.48,0.03,0.036,0.002,0.019,0.004,0.0,0.0,0.0,0.497,0.0,0.0,0.0,0.0
2003-01-26,8.25,287.2,15.3,37.0,8.41,55.52,41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-02-02,8.26,267.7,13.7,22.0,9.35,57.41,25.6,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-02-09,8.22,307.6,13.2,82.0,8.76,58.086,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-02-16,8.11,292.5,11.1,214.0,7.98,58.08,187.0,0.03,0.045,0.007,0.02,0.004,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0
2003-02-23,8.44,414.8,15.2,5.0,8.91,21.065,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-02,8.29,128.1,12.3,361.0,8.58,79.248,303.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-09,8.15,119.0,11.0,355.0,8.45,121.57,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-16,8.14,201.0,14.0,30.0,0.0,63.62,18.8,0.03,0.043,0.002,0.0,0.0,0.006,0.0004,0.0,0.732,0.004,0.01,0.046,4.547
2003-03-23,8.043333333333333,186.3333333333333,12.6,49.66666666666666,7.95,63.838,33.7,0.03,0.0385,0.002,0.0814999999999999,0.0,0.006,0.0004,0.0,1.158,0.004,0.01,0.073,4.326
2003-03-30,8.25,212.1,12.7,13.0,8.3,40.97,10.6,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-06,7.96,174.3,12.6,80.0,8.27,96.09,77.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-13,8.3,292.0,16.1,6.0,7.79,26.355,2.44,0.03,0.034,0.002,0.016,0.004,0.0,0.0,0.0,0.195,0.0,0.0,0.0,0.0
2003-04-20,8.31,295.0,12.3,5.0,9.63,18.73,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-27,8.2,306.8,12.4,5.0,10.59,11.47,1.21,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-04,8.45,523.0,13.8,5.0,10.41,8.77,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-11,7.84,558.0,16.5,5.0,10.18,7.117,0.73,0.03,0.005,0.007,0.01,0.004,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0
2003-05-18,7.66,629.0,11.4,5.0,10.15,7.719,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-25,7.82,597.0,12.2,5.0,9.82,7.766,0.43,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-06-01,7.7,582.0,9.3,5.0,11.21,7.709,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-06-08,7.69,720.0,11.0,5.0,10.15,7.56,0.66,0.03,0.025,0.011,0.008,0.004,0.0,0.0,0.0,0.078,0.0,0.0,0.0,0.0
2003-06-15,8.18,1016.0,14.5,5.0,9.55,6.582,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-06-22,7.78,808.0,8.25,7.0,9.68,5.573,0.48,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-06-29,7.95,898.1,11.8,5.0,10.38,5.32,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-07-06,7.8,828.0,13.5,5.0,10.06,5.31,0.57,0.03,0.002,0.012,0.01,0.004,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0
2003-07-13,7.48,859.0,8.2,5.0,9.96,4.99,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-07-20,7.8,1725.0,11.8,12.0,9.36,2.95,0.78,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-07-27,7.6,2015.0,10.5,5.0,10.55,2.46,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-08-03,7.55,1969.0,8.5,6.0,10.38,2.797,0.69,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-08-10,7.57,2064.0,10.6,5.0,10.78,2.52,0.79,0.03,0.016,0.01,0.01,0.004,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0
2003-08-17,8.24,2549.0,16.2,5.0,10.53,2.492,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-08-24,7.59,1870.0,9.8,5.0,10.26,2.1497,0.76,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-08-31,7.77,2341.0,13.3,5.0,9.61,2.65,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-09-07,8.41,2613.0,16.2,5.0,10.38,2.35,0.86,0.03,0.016,0.013,0.011,0.004,0.0,0.0,0.0,0.072,0.0,0.0,0.023,0.0
2003-09-14,8.25,2654.0,15.6,5.0,11.5,1.96,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-09-21,8.72,2898.0,18.6,6.0,11.52,1.985,0.57,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-09-28,8.16,2080.0,14.5,5.0,9.6,1.875,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-10-05,8.34,2260.0,19.0,5.0,11.24,1.818,0.98,0.03,0.013,0.017,0.01,0.004,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.0
2003-10-12,8.25,2714.0,18.1,5.0,0.0,1.797,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-10-19,8.41,2834.0,18.9,5.0,11.76,1.546,0.74,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-10-26,8.49,2902.0,21.2,5.0,0.0,1.152,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-02,8.3,3427.0,15.6,5.0,11.8,1.432,0.94,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-09,8.02,3025.0,21.0,5.0,11.39,1.189,1.26,0.03,0.009,0.011,0.01,0.004,0.006,0.0,0.0,0.088,0.0,0.0,0.025,0.0
2003-11-16,8.5,2043.0,21.2,5.0,9.32,1.215,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-23,8.4,2991.0,20.9,5.0,10.77,1.09,1.64,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-30,7.9,2915.0,19.3,8.0,12.8,1.08,3.6,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-12-07,8.2,3010.0,20.1,5.0,0.0,1.18,0.0,0.03,0.01,0.014,0.01,0.004,0.0,0.0,0.0,0.069,0.0,0.0,0.03,0.0
2003-12-14,8.18,3635.0,19.3,5.0,13.25,1.11,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-12-21,8.13,2605.0,15.4,5.0,10.99,1.215,2.35,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-12-28,7.67,3493.0,13.7,16.0,8.32,4.3,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-11,7.965,326.5,11.6,96.0,0.0,8655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-18,8.32,316.0,14.6,318.0,6.24,18500.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-25,7.8,550.0,15.0,21.0,6.08,12650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-01,8.3,257.0,15.2,94.0,5.4,16110.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-08,8.25,490.0,18.3,17.0,5.9,13380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-15,7.85,260.0,13.6,95.0,5.8,12060.0,73.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-22,7.92,278.0,16.1,28.0,4.98,11050.0,18.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-29,7.92,404.0,17.2,13.0,5.25,10880.0,3.99,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-07,7.39,504.0,15.3,30.0,5.39,10800.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-14,7.93,750.0,13.4,18.0,6.13,10200.0,5.92,0.08,0.01,0.0076,0.02,0.005,0.01,0.0006,0.0,1.01,0.05,0.0,0.04,6.71
2004-03-21,7.38,562.0,17.2,8.0,5.28,9990.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-28,8.43,601.0,17.6,55.0,5.25,9600.0,22.3,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-04,7.54,421.0,13.4,13.0,4.93,10030.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-11,8.21,480.0,16.4,5.0,6.38,10100.0,5.97,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-18,8.58,665.0,16.2,6.0,6.15,9500.0,0.5,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-25,8.18,778.0,15.5,5.0,4.98,7850.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-02,8.21,775.0,13.2,5.0,5.36,6200.0,0.32,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-09,7.0,1186.0,11.5,5.0,6.4,4650.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-16,8.0,1422.0,13.6,5.0,6.1,4050.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-23,8.21,1748.0,12.6,5.0,6.09,4467.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-30,7.93,2060.0,14.8,5.0,6.13,4620.0,0.78,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-06,7.55,2260.0,11.1,5.0,6.86,3800.0,0.0,0.02,0.01,0.0101,0.02,0.0,0.005,0.0005,0.0,0.05,0.05,0.003,0.04,17.2
2004-06-13,7.63,2320.0,7.1,5.0,5.72,3800.0,0.0,0.02,0.01,0.0107,0.02,0.005,0.005,0.0,0.0,0.05,0.0,0.0,0.03,0.0
2004-06-20,7.72,2320.0,8.1,5.0,6.14,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-27,7.2,2470.0,12.4,5.0,5.03,3510.0,0.28,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-04,7.66,2220.0,9.7,0.0,6.51,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-11,7.87,1966.0,8.6,5.0,6.18,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-18,7.98,2090.0,8.3,5.0,5.87,1920.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-25,7.93,2530.0,12.8,5.0,6.1,1600.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-01,8.02,2460.0,12.4,5.0,5.41,1600.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-08,7.69,2900.0,9.5,5.0,5.57,1450.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-15,7.99,2490.0,10.0,5.0,6.2,1450.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-22,7.18,3260.0,10.4,5.0,6.17,3211.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-29,7.71,2900.0,8.6,5.0,5.26,2000.0,3.75,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-05,7.44,2380.0,13.3,5.0,6.8,2400.0,0.1,0.02,0.01,0.0097,0.02,0.0,0.005,0.0005,0.0,0.06,0.05,0.006,0.03,16.63
2004-09-12,8.05,2650.0,18.5,5.0,7.64,2190.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-19,7.74,2860.0,17.2,5.0,5.97,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-26,7.66,2810.0,14.2,5.0,5.43,2046.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-10-03,7.6,3130.0,15.7,5.0,6.39,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-10-10,8.24,2640.0,17.5,5.0,5.23,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-10-17,8.2,2690.0,18.7,5.0,7.08,2116.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-10-24,8.31,2970.0,21.1,5.0,5.36,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-10-31,7.93,3240.0,16.4,5.0,7.4,2110.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-11-07,8.33,3380.0,17.1,5.0,6.01,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-11-14,7.86,1748.0,17.2,5.0,6.45,2230.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-11-21,8.17,1837.0,20.9,5.0,6.56,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-11-28,7.6,1844.0,13.7,5.0,6.57,2087.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-12-05,7.48,2140.0,18.9,5.0,5.16,2203.0,0.0,0.02,0.01,0.0152,0.02,0.0,0.005,0.0005,0.0,0.09,0.05,0.002,0.09,15.68
2004-12-12,7.99,2300.0,21.6,5.0,5.29,2290.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-12-19,7.77,947.5,11.3,30.0,6.484999999999999,2684.0,1.455,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-02,8.01,1755.0,23.3,5.0,5.93,2246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-09,8.06,1055.0,13.5,5.0,6.52,2843.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-16,7.4,823.0,19.8,44.0,6.36,3118.0,4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-23,8.01,964.0,18.6,5.0,7.01,13820.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-30,8.62,874.0,19.4,5.0,6.71,10986.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-06,8.14,1048.0,17.7,5.0,5.51,10610.0,1.82,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-13,8.44,517.0,17.5,19.0,5.89,17419.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-20,7.71,333.0,14.1,152.0,5.64,13618.0,58.2,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-27,8.4,300.0,11.8,99.0,5.77,27193.0,69.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-06,7.54,486.0,17.7,8.0,6.29,21410.0,3.27,0.02,0.01,0.0061,0.02,0.005,0.005,0.0007,0.0,0.25,0.05,0.006,0.17,4.74
2005-03-13,8.54,590.0,13.0,8.0,5.53,24230.0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-20,8.48,649.0,18.0,7.0,5.98,19610.0,2.69,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-27,8.38,703.0,14.2,29.0,6.12,21310.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-03,8.32,0.0,16.8,57.0,0.0,16989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-10,8.19,418.0,17.9,6.0,0.0,21732.0,3.04,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-17,8.07,480.0,16.2,5.0,6.14,19863.0,2.0,0.02,0.02,0.003,0.02,0.0,0.005,0.0005,0.0,0.1,0.05,0.002,0.04,4.46
2005-04-24,8.27,661.0,17.1,5.0,6.21,6191.0,1.9,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-01,8.24,801.0,18.3,5.0,5.49,5401.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-08,8.25,834.0,16.5,5.0,5.13,3199.0,1.13,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-15,8.67,1361.0,15.8,5.0,6.1,3480.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-22,8.48,1680.0,15.2,5.0,5.36,3181.0,0.52,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-19,7.51,2840.0,11.4,5.0,6.79,3233.0,0.5,0.02,0.01,0.0117,0.02,0.005,0.005,0.0005,0.0,0.05,0.05,0.002,0.03,18.97
2005-06-26,8.11,2890.0,12.1,5.0,5.91,3128.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-03,8.12,2990.0,13.9,5.0,5.36,2820.0,0.45,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-10,7.78,3090.0,10.6,5.0,5.21,1361.3,0.5,0.02,0.02,0.0095,0.02,0.005,0.005,0.0005,0.0,0.0,0.05,0.002,0.0,0.0
2005-07-17,8.03,3220.0,7.0,5.0,5.28,1420.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-24,7.98,3190.0,7.7,5.0,6.12,1112.0,0.54,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-31,8.1,3440.0,10.9,5.0,5.6,1130.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-07,8.16,3400.0,14.5,5.0,6.11,978.0,0.75,0.02,0.01,0.0084,0.02,0.005,0.005,0.0005,0.0,0.0,0.05,0.002,0.0,0.0
2005-08-14,8.19,3610.0,15.1,5.0,4.98,980.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-21,8.06,3580.0,12.1,5.0,4.8,993.0,1.59,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-28,7.84,3560.0,14.1,5.0,6.87,1016.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-04,7.94,3770.0,11.0,5.0,5.47,1169.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-11,7.83,3990.0,11.2,8.0,5.1,1050.0,12.1,0.02,0.01,0.0075,0.02,0.005,0.005,0.0006,0.0,0.0,0.05,0.002,0.0,0.0
2005-09-18,8.05,4050.0,11.0,6.0,6.5,895.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-25,7.92,4010.0,13.4,5.0,4.09,728.0,0.48,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-02,7.88,4000.0,19.1,5.0,4.57,723.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-09,7.84,4030.0,16.8,5.0,6.1,625.0,2.03,0.02,0.01,0.0074,0.02,0.005,0.005,0.0005,0.0,0.11,0.05,0.002,0.0,0.0
2005-10-16,8.15,3031.0,21.2,5.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-23,8.14,2896.0,14.8,5.0,0.0,796.0,0.66,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-30,8.27,3208.0,18.3,5.0,0.53,622.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-06,7.55,3152.0,14.4,5.0,5.8,660.0,0.45,0.02,0.01,0.018,0.02,0.005,0.005,0.0005,0.0,0.0,0.05,0.002,0.0,0.0
2005-11-13,7.77,3103.0,16.3,5.0,6.0,616.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-20,7.8,2177.0,20.1,5.0,5.7,757.89,0.97,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-27,8.2,2310.0,19.0,7.0,6.0,710.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-04,7.56,3190.0,17.7,5.0,6.6,632.0,0.67,0.003,0.005,0.0144,0.005,0.005,0.005,5e-05,0.0,0.5,0.02,0.0,0.056,20.02
2005-12-11,7.94,3840.0,19.4,5.0,6.3,856.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-18,7.97,2660.0,16.4,5.0,5.9,728.0,0.63,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-25,8.21,3090.0,19.2,5.0,5.8,3090.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
